cidade_origem,cidade_destino,assentos_ocupados,assentos_totais,assentos_disponiveis,dia,mes,ano
São Luís,Boa Vista,91,100,9,30,11,2025
São Luís,Nova York,66,100,34,30,11,2025
Teresina,Lima,108,200,92,30,11,2025
Palmas,Vitória,117,200,83,30,11,2025
Palmas,Amsterdã,165,200,35,30,11,2025
Rio Branco,Manaus,154,200,46,30,11,2025
Macapá,Rio Branco,98,200,102,30,11,2025
Macapá,Belém,43,100,57,30,11,2025
Macapá,Lima,185,200,15,30,11,2025
Boa Vista,Fortaleza,129,200,71,30,11,2025
Boa Vista,Paris,31,100,69,30,11,2025
Boa Vista,Frankfurt,67,100,33,30,11,2025
Porto Velho,Miami,21,100,79,30,11,2025
Porto Velho,Pequim,65,100,35,30,11,2025
Porto Velho,Los Angeles,90,200,110,30,11,2025
Nova York,Lima,84,200,116,30,11,2025
Miami,Palmas,65,200,135,30,11,2025
Miami,Buenos Aires,44,100,56,30,11,2025
Miami,Salvador,21,100,79,30,11,2025
Los Angeles,Pequim,25,100,75,30,11,2025
Los Angeles,Londres,55,100,45,30,11,2025
Los Angeles,Cuiabá,60,200,140,30,11,2025
Londres,Manaus,73,200,127,30,11,2025
Londres,Rio de Janeiro,46,100,54,30,11,2025
Londres,Porto Velho,40,100,60,30,11,2025
Paris,Cuiabá,54,200,146,30,11,2025
Tóquio,Santiago,27,100,73,30,11,2025
Tóquio,Lisboa,38,100,62,30,11,2025
Tóquio,Manaus,90,100,10,30,11,2025
Pequim,Rio de Janeiro,186,200,14,30,11,2025
Dubai,Belo Horizonte,176,200,24,30,11,2025
Dubai,Londres,58,200,142,30,11,2025
Dubai,Florianópolis,73,100,27,30,11,2025
Roma,Curitiba,72,100,28,30,11,2025
Madri,Rio Branco,128,200,72,30,11,2025
Lisboa,Vitória,146,200,54,30,11,2025
Amsterdã,Porto Velho,113,200,87,30,11,2025
Amsterdã,Belém,74,200,126,30,11,2025
Amsterdã,São Paulo,155,200,45,30,11,2025
Frankfurt,São Paulo,48,200,152,30,11,2025
Frankfurt,Brasília,157,200,43,30,11,2025
Toronto,Belém,166,200,34,30,11,2025
Buenos Aires,Santiago,49,100,51,30,11,2025
Buenos Aires,Maceió,74,200,126,30,11,2025
Santiago,Roma,64,100,36,30,11,2025
Santiago,Teresina,85,100,15,30,11,2025
Lima,Cuiabá,116,200,84,30,11,2025
Lima,Miami,101,200,99,30,11,2025
Cidade do México,Frankfurt,55,200,145,30,11,2025
Cidade do México,Natal,21,100,79,30,11,2025
Bogotá,Curitiba,107,200,93,30,11,2025
São Paulo,Natal,32,100,68,1,12,2025
São Paulo,Porto Velho,61,100,39,1,12,2025
Rio de Janeiro,Porto Velho,58,200,142,1,12,2025
Rio de Janeiro,Lima,87,100,13,1,12,2025
Brasília,Fortaleza,83,100,17,1,12,2025
Brasília,Dubai,73,200,127,1,12,2025
Belo Horizonte,Natal,47,200,153,1,12,2025
Belo Horizonte,Nova York,46,200,154,1,12,2025
Salvador,Pequim,127,200,73,1,12,2025
Salvador,Frankfurt,70,100,30,1,12,2025
Salvador,Teresina,136,200,64,1,12,2025
Recife,São Paulo,66,100,34,1,12,2025
Recife,São Luís,157,200,43,1,12,2025
Recife,Bogotá,158,200,42,1,12,2025
Fortaleza,Campo Grande,56,200,144,1,12,2025
Fortaleza,Brasília,83,100,17,1,12,2025
Curitiba,Vitória,124,200,76,1,12,2025
Curitiba,Tóquio,153,200,47,1,12,2025
Curitiba,Cuiabá,85,100,15,1,12,2025
Porto Alegre,São Paulo,22,100,78,1,12,2025
Porto Alegre,Tóquio,92,100,8,1,12,2025
Belém,Palmas,61,100,39,1,12,2025
Belém,Vitória,111,200,89,1,12,2025
Belém,Cuiabá,54,100,46,1,12,2025
Manaus,Toronto,40,100,60,1,12,2025
Manaus,Goiânia,100,200,100,1,12,2025
Manaus,Rio de Janeiro,168,200,32,1,12,2025
Florianópolis,Salvador,35,100,65,1,12,2025
Florianópolis,Teresina,38,100,62,1,12,2025
Florianópolis,Maceió,185,200,15,1,12,2025
Goiânia,Cidade do México,86,200,114,1,12,2025
Natal,Recife,85,200,115,1,12,2025
Maceió,Buenos Aires,174,200,26,1,12,2025
Maceió,São Paulo,37,100,63,1,12,2025
João Pessoa,Palmas,48,100,52,1,12,2025
Aracaju,Boa Vista,50,200,150,1,12,2025
Aracaju,Toronto,110,200,90,1,12,2025
Vitória,Bogotá,31,100,69,1,12,2025
Cuiabá,Belo Horizonte,78,100,22,1,12,2025
Cuiabá,Vitória,165,200,35,1,12,2025
Cuiabá,Teresina,138,200,62,1,12,2025
Campo Grande,Bogotá,89,200,111,1,12,2025
São Luís,Bogotá,53,100,47,1,12,2025
São Luís,Cuiabá,25,100,75,1,12,2025
Teresina,Bogotá,65,200,135,1,12,2025
Palmas,Vitória,66,100,34,1,12,2025
Palmas,São Luís,75,100,25,1,12,2025
Rio Branco,Paris,44,100,56,1,12,2025
Macapá,Salvador,92,100,8,1,12,2025
Boa Vista,Miami,66,200,134,1,12,2025
Porto Velho,Fortaleza,69,100,31,1,12,2025
Porto Velho,Lima,123,200,77,1,12,2025
Nova York,Cuiabá,69,100,31,1,12,2025
Nova York,Macapá,54,100,46,1,12,2025
Miami,Boa Vista,148,200,52,1,12,2025
Los Angeles,Frankfurt,89,100,11,1,12,2025
Los Angeles,Rio de Janeiro,175,200,25,1,12,2025
Londres,Maceió,185,200,15,1,12,2025
Paris,Brasília,80,100,20,1,12,2025
Paris,Recife,58,200,142,1,12,2025
Paris,Florianópolis,60,100,40,1,12,2025
Tóquio,Boa Vista,23,100,77,1,12,2025
Tóquio,Belém,114,200,86,1,12,2025
Tóquio,Maceió,85,100,15,1,12,2025
Pequim,Cidade do México,179,200,21,1,12,2025
Dubai,Natal,69,100,31,1,12,2025
Dubai,Miami,139,200,61,1,12,2025
Roma,Paris,39,100,61,1,12,2025
Roma,Macapá,26,100,74,1,12,2025
Roma,Palmas,42,100,58,1,12,2025
Madri,Brasília,54,100,46,1,12,2025
Lisboa,Fortaleza,69,100,31,1,12,2025
Lisboa,Rio de Janeiro,71,100,29,1,12,2025
Amsterdã,Salvador,187,200,13,1,12,2025
Frankfurt,Porto Alegre,48,100,52,1,12,2025
Frankfurt,Cuiabá,27,100,73,1,12,2025
Frankfurt,Recife,107,200,93,1,12,2025
Toronto,Lima,63,200,137,1,12,2025
Buenos Aires,Paris,140,200,60,1,12,2025
Buenos Aires,Porto Alegre,106,200,94,1,12,2025
Buenos Aires,Brasília,91,200,109,1,12,2025
Santiago,Boa Vista,94,100,6,1,12,2025
Santiago,Rio Branco,41,200,159,1,12,2025
Lima,Roma,20,100,80,1,12,2025
Lima,Teresina,81,100,19,1,12,2025
Cidade do México,Vitória,94,100,6,1,12,2025
Bogotá,Palmas,112,200,88,1,12,2025
São Paulo,Belo Horizonte,31,100,69,2,12,2025
Rio de Janeiro,Amsterdã,53,100,47,2,12,2025
Rio de Janeiro,Belo Horizonte,114,200,86,2,12,2025
Rio de Janeiro,Tóquio,42,100,58,2,12,2025
Brasília,Florianópolis,69,100,31,2,12,2025
Belo Horizonte,Toronto,117,200,83,2,12,2025
Belo Horizonte,Santiago,123,200,77,2,12,2025
Salvador,Madri,68,100,32,2,12,2025
Recife,Maceió,89,100,11,2,12,2025
Fortaleza,Aracaju,43,200,157,2,12,2025
Fortaleza,Porto Alegre,187,200,13,2,12,2025
Curitiba,Dubai,76,100,24,2,12,2025
Curitiba,Lima,158,200,42,2,12,2025
Curitiba,Florianópolis,162,200,38,2,12,2025
Porto Alegre,Belo Horizonte,26,100,74,2,12,2025
Porto Alegre,Miami,49,200,151,2,12,2025
Belém,Roma,28,100,72,2,12,2025
Belém,Dubai,68,200,132,2,12,2025
Manaus,Buenos Aires,89,100,11,2,12,2025
Florianópolis,Belo Horizonte,188,200,12,2,12,2025
Florianópolis,Toronto,53,200,147,2,12,2025
Florianópolis,Macapá,28,100,72,2,12,2025
Goiânia,Natal,116,200,84,2,12,2025
Goiânia,Dubai,84,100,16,2,12,2025
Natal,João Pessoa,74,100,26,2,12,2025
Natal,Santiago,37,100,63,2,12,2025
Natal,Roma,49,200,151,2,12,2025
Maceió,Salvador,42,200,158,2,12,2025
João Pessoa,Madri,180,200,20,2,12,2025
Aracaju,São Paulo,166,200,34,2,12,2025
Aracaju,Cidade do México,147,200,53,2,12,2025
Vitória,Santiago,189,200,11,2,12,2025
Cuiabá,Rio de Janeiro,79,100,21,2,12,2025
Cuiabá,Salvador,50,200,150,2,12,2025
Cuiabá,Porto Alegre,51,200,149,2,12,2025
Campo Grande,Porto Alegre,39,100,61,2,12,2025
São Luís,Palmas,172,200,28,2,12,2025
São Luís,Roma,90,100,10,2,12,2025
Teresina,Aracaju,77,100,23,2,12,2025
Palmas,Belém,33,100,67,2,12,2025
Palmas,Brasília,56,100,44,2,12,2025
Rio Branco,Campo Grande,84,100,16,2,12,2025
Rio Branco,Los Angeles,42,200,158,2,12,2025
Rio Branco,Roma,89,200,111,2,12,2025
Macapá,Tóquio,91,100,9,2,12,2025
Boa Vista,Goiânia,67,100,33,2,12,2025
Boa Vista,Salvador,92,100,8,2,12,2025
Porto Velho,João Pessoa,130,200,70,2,12,2025
Porto Velho,Recife,123,200,77,2,12,2025
Porto Velho,Teresina,78,200,122,2,12,2025
Nova York,Londres,113,200,87,2,12,2025
Miami,Porto Velho,92,200,108,2,12,2025
Miami,Tóquio,85,100,15,2,12,2025
Miami,Florianópolis,41,100,59,2,12,2025
Los Angeles,Lisboa,114,200,86,2,12,2025
Los Angeles,Salvador,143,200,57,2,12,2025
Londres,Bogotá,51,100,49,2,12,2025
Paris,São Paulo,76,200,124,2,12,2025
Paris,Rio de Janeiro,183,200,17,2,12,2025
Tóquio,Rio de Janeiro,153,200,47,2,12,2025
Pequim,Frankfurt,95,200,105,2,12,2025
Pequim,Rio Branco,118,200,82,2,12,2025
Dubai,Amsterdã,166,200,34,2,12,2025
Dubai,Lima,72,200,128,2,12,2025
Dubai,Rio de Janeiro,71,100,29,2,12,2025
Roma,Los Angeles,94,200,106,2,12,2025
Madri,João Pessoa,37,100,63,2,12,2025
Madri,Natal,140,200,60,2,12,2025
Madri,Lisboa,39,100,61,2,12,2025
Lisboa,João Pessoa,39,100,61,2,12,2025
Lisboa,Frankfurt,55,100,45,2,12,2025
Amsterdã,Frankfurt,56,100,44,2,12,2025
Frankfurt,Buenos Aires,31,100,69,2,12,2025
Frankfurt,Palmas,76,200,124,2,12,2025
Frankfurt,Porto Velho,174,200,26,2,12,2025
Toronto,Frankfurt,70,100,30,2,12,2025
Buenos Aires,Palmas,54,200,146,2,12,2025
Buenos Aires,João Pessoa,133,200,67,2,12,2025
Santiago,Belém,23,100,77,2,12,2025
Santiago,Manaus,42,200,158,2,12,2025
Santiago,Goiânia,31,100,69,2,12,2025
Lima,Cuiabá,57,200,143,2,12,2025
Cidade do México,João Pessoa,45,100,55,2,12,2025
Cidade do México,Buenos Aires,56,200,144,2,12,2025
Bogotá,Belém,54,200,146,2,12,2025
Bogotá,Salvador,49,100,51,2,12,2025
São Paulo,Teresina,86,100,14,3,12,2025
São Paulo,Londres,78,100,22,3,12,2025
São Paulo,Paris,77,100,23,3,12,2025
Rio de Janeiro,Belo Horizonte,146,200,54,3,12,2025
Rio de Janeiro,Brasília,56,100,44,3,12,2025
Brasília,Maceió,47,200,153,3,12,2025
Brasília,Rio de Janeiro,164,200,36,3,12,2025
Brasília,Londres,49,100,51,3,12,2025
Belo Horizonte,Belém,49,200,151,3,12,2025
Belo Horizonte,Nova York,70,100,30,3,12,2025
Salvador,Porto Velho,143,200,57,3,12,2025
Salvador,Nova York,31,100,69,3,12,2025
Salvador,Roma,62,100,38,3,12,2025
Recife,Belo Horizonte,50,100,50,3,12,2025
Fortaleza,Salvador,64,100,36,3,12,2025
Fortaleza,Curitiba,136,200,64,3,12,2025
Curitiba,Lima,130,200,70,3,12,2025
Curitiba,Tóquio,167,200,33,3,12,2025
Curitiba,Recife,64,200,136,3,12,2025
Porto Alegre,Roma,25,100,75,3,12,2025
Porto Alegre,Salvador,77,200,123,3,12,2025
Belém,Porto Velho,45,100,55,3,12,2025
Manaus,Belo Horizonte,177,200,23,3,12,2025
Florianópolis,Tóquio,85,100,15,3,12,2025
Florianópolis,Palmas,65,100,35,3,12,2025
Florianópolis,Manaus,75,100,25,3,12,2025
Goiânia,Manaus,124,200,76,3,12,2025
Goiânia,Palmas,104,200,96,3,12,2025
Goiânia,Maceió,64,200,136,3,12,2025
Natal,Recife,79,200,121,3,12,2025
Natal,Rio Branco,61,200,139,3,12,2025
Maceió,Bogotá,83,100,17,3,12,2025
Maceió,Rio de Janeiro,101,200,99,3,12,2025
Maceió,João Pessoa,77,200,123,3,12,2025
João Pessoa,Campo Grande,141,200,59,3,12,2025
João Pessoa,Buenos Aires,112,200,88,3,12,2025
Aracaju,Miami,40,100,60,3,12,2025
Vitória,Frankfurt,147,200,53,3,12,2025
Vitória,Tóquio,56,200,144,3,12,2025
Cuiabá,Salvador,114,200,86,3,12,2025
Cuiabá,Roma,21,100,79,3,12,2025
Cuiabá,Rio de Janeiro,179,200,21,3,12,2025
Campo Grande,João Pessoa,64,100,36,3,12,2025
Campo Grande,Cuiabá,41,100,59,3,12,2025
São Luís,Palmas,86,100,14,3,12,2025
São Luís,Goiânia,168,200,32,3,12,2025
São Luís,Belo Horizonte,147,200,53,3,12,2025
Teresina,Bogotá,72,100,28,3,12,2025
Teresina,Curitiba,63,100,37,3,12,2025
Teresina,Santiago,49,100,51,3,12,2025
Palmas,Dubai,79,200,121,3,12,2025
Rio Branco,Pequim,29,100,71,3,12,2025
Macapá,Recife,58,100,42,3,12,2025
Macapá,Florianópolis,90,100,10,3,12,2025
Boa Vista,Porto Alegre,84,200,116,3,12,2025
Boa Vista,Palmas,46,100,54,3,12,2025
Porto Velho,Tóquio,144,200,56,3,12,2025
Nova York,Salvador,103,200,97,3,12,2025
Nova York,Tóquio,44,200,156,3,12,2025
Miami,Belém,50,100,50,3,12,2025
Miami,Teresina,43,200,157,3,12,2025
Miami,Macapá,85,100,15,3,12,2025
Los Angeles,Roma,31,100,69,3,12,2025
Londres,São Paulo,33,100,67,3,12,2025
Londres,Bogotá,189,200,11,3,12,2025
Londres,Roma,55,100,45,3,12,2025
Paris,Lisboa,154,200,46,3,12,2025
Tóquio,Rio Branco,167,200,33,3,12,2025
Tóquio,Paris,79,100,21,3,12,2025
Pequim,Cidade do México,67,100,33,3,12,2025
Pequim,Aracaju,92,100,8,3,12,2025
Dubai,Tóquio,42,100,58,3,12,2025
Dubai,Buenos Aires,55,100,45,3,12,2025
Dubai,Natal,25,100,75,3,12,2025
Roma,Paris,79,100,21,3,12,2025
Roma,Campo Grande,29,100,71,3,12,2025
Roma,Porto Velho,41,200,159,3,12,2025
Madri,Roma,117,200,83,3,12,2025
Lisboa,Goiânia,81,100,19,3,12,2025
Lisboa,Boa Vista,129,200,71,3,12,2025
Lisboa,Frankfurt,77,200,123,3,12,2025
Amsterdã,Teresina,93,100,7,3,12,2025
Amsterdã,Porto Alegre,61,100,39,3,12,2025
Frankfurt,João Pessoa,51,100,49,3,12,2025
Toronto,Aracaju,40,200,160,3,12,2025
Buenos Aires,Santiago,155,200,45,3,12,2025
Santiago,João Pessoa,25,100,75,3,12,2025
Lima,Salvador,42,200,158,3,12,2025
Cidade do México,Goiânia,101,200,99,3,12,2025
Bogotá,Goiânia,47,100,53,3,12,2025
Bogotá,Roma,92,100,8,3,12,2025
Bogotá,Belo Horizonte,180,200,20,3,12,2025
São Paulo,Maceió,75,100,25,4,12,2025
São Paulo,Manaus,93,100,7,4,12,2025
Rio de Janeiro,Bogotá,38,100,62,4,12,2025
Rio de Janeiro,Toronto,23,100,77,4,12,2025
Rio de Janeiro,Teresina,177,200,23,4,12,2025
Brasília,Cidade do México,64,200,136,4,12,2025
Belo Horizonte,Tóquio,95,200,105,4,12,2025
Salvador,Porto Alegre,74,100,26,4,12,2025
Recife,Salvador,69,100,31,4,12,2025
Fortaleza,Palmas,86,100,14,4,12,2025
Fortaleza,Toronto,86,100,14,4,12,2025
Fortaleza,Londres,74,100,26,4,12,2025
Curitiba,Los Angeles,68,100,32,4,12,2025
Porto Alegre,Toronto,44,100,56,4,12,2025
Porto Alegre,Bogotá,31,100,69,4,12,2025
Belém,Natal,68,200,132,4,12,2025
Belém,Buenos Aires,149,200,51,4,12,2025
Manaus,Boa Vista,30,100,70,4,12,2025
Manaus,Palmas,69,200,131,4,12,2025
Manaus,Belém,134,200,66,4,12,2025
Florianópolis,Porto Velho,122,200,78,4,12,2025
Florianópolis,Manaus,52,200,148,4,12,2025
Goiânia,São Paulo,133,200,67,4,12,2025
Natal,Porto Alegre,189,200,11,4,12,2025
Maceió,Salvador,53,200,147,4,12,2025
Maceió,Londres,84,100,16,4,12,2025
João Pessoa,Recife,97,200,103,4,12,2025
João Pessoa,São Paulo,94,100,6,4,12,2025
Aracaju,Amsterdã,68,200,132,4,12,2025
Aracaju,Belém,37,100,63,4,12,2025
Aracaju,Curitiba,86,100,14,4,12,2025
Vitória,Paris,28,100,72,4,12,2025
Vitória,Tóquio,131,200,69,4,12,2025
Cuiabá,Paris,115,200,85,4,12,2025
Cuiabá,Curitiba,87,100,13,4,12,2025
Campo Grande,Tóquio,143,200,57,4,12,2025
Campo Grande,Macapá,124,200,76,4,12,2025
Campo Grande,Amsterdã,163,200,37,4,12,2025
São Luís,São Paulo,36,100,64,4,12,2025
Teresina,Rio Branco,42,100,58,4,12,2025
Palmas,Toronto,32,100,68,4,12,2025
Rio Branco,Cidade do México,149,200,51,4,12,2025
Rio Branco,Brasília,21,100,79,4,12,2025
Macapá,Roma,63,200,137,4,12,2025
Macapá,Cidade do México,115,200,85,4,12,2025
Macapá,Palmas,184,200,16,4,12,2025
Boa Vista,Roma,94,100,6,4,12,2025
Boa Vista,Frankfurt,32,100,68,4,12,2025
Boa Vista,Rio de Janeiro,41,200,159,4,12,2025
Porto Velho,São Paulo,115,200,85,4,12,2025
Porto Velho,Buenos Aires,114,200,86,4,12,2025
Porto Velho,Cidade do México,179,200,21,4,12,2025
Nova York,Madri,136,200,64,4,12,2025
Nova York,São Luís,79,100,21,4,12,2025
Miami,Salvador,75,100,25,4,12,2025
Miami,João Pessoa,44,200,156,4,12,2025
Los Angeles,Porto Velho,71,200,129,4,12,2025
Londres,Toronto,120,200,80,4,12,2025
Londres,Rio Branco,46,100,54,4,12,2025
Paris,Rio de Janeiro,85,100,15,4,12,2025
Tóquio,Santiago,177,200,23,4,12,2025
Tóquio,Pequim,113,200,87,4,12,2025
São Luís,Recife,71,200,129,6,10,2025
Teresina,Belém,46,100,54,6,10,2025
Teresina,São Paulo,60,100,40,6,10,2025
Teresina,Macapá,63,100,37,6,10,2025
Palmas,Lima,130,200,70,6,10,2025
Palmas,Brasília,69,100,31,6,10,2025
Palmas,Recife,86,100,14,6,10,2025
Rio Branco,Amsterdã,63,100,37,6,10,2025
Macapá,Toronto,50,200,150,6,10,2025
Macapá,Rio Branco,146,200,54,6,10,2025
Macapá,Belo Horizonte,35,100,65,6,10,2025
Boa Vista,Toronto,47,100,53,6,10,2025
Boa Vista,Belo Horizonte,67,100,33,6,10,2025
Boa Vista,Vitória,75,100,25,6,10,2025
Porto Velho,Tóquio,134,200,66,6,10,2025
Porto Velho,Cuiabá,102,200,98,6,10,2025
Nova York,Porto Alegre,67,200,133,6,10,2025
Miami,Toronto,43,100,57,6,10,2025
Miami,Cidade do México,140,200,60,6,10,2025
Miami,Lima,44,100,56,6,10,2025
Los Angeles,Nova York,113,200,87,6,10,2025
Los Angeles,Tóquio,79,100,21,6,10,2025
Londres,Palmas,117,200,83,6,10,2025
Paris,Recife,73,100,27,6,10,2025
Tóquio,Pequim,70,100,30,6,10,2025
Tóquio,Curitiba,52,100,48,6,10,2025
Tóquio,Cidade do México,166,200,34,6,10,2025
Pequim,Belém,58,200,142,6,10,2025
Pequim,Londres,61,100,39,6,10,2025
Dubai,Porto Alegre,31,100,69,6,10,2025
Roma,Frankfurt,26,100,74,6,10,2025
Roma,Lima,42,200,158,6,10,2025
Roma,Brasília,176,200,24,6,10,2025
Madri,Recife,92,200,108,6,10,2025
Lisboa,Cidade do México,33,100,67,6,10,2025
Lisboa,Los Angeles,33,100,67,6,10,2025
Lisboa,São Paulo,56,100,44,6,10,2025
Amsterdã,Brasília,152,200,48,6,10,2025
Amsterdã,Dubai,151,200,49,6,10,2025
Frankfurt,Porto Velho,46,200,154,6,10,2025
Frankfurt,Miami,81,200,119,6,10,2025
Frankfurt,Amsterdã,21,100,79,6,10,2025
Toronto,Palmas,26,100,74,6,10,2025
Toronto,São Luís,31,100,69,6,10,2025
Buenos Aires,João Pessoa,74,100,26,6,10,2025
Buenos Aires,Brasília,79,100,21,6,10,2025
Santiago,Cidade do México,51,100,49,6,10,2025
Santiago,Dubai,88,200,112,6,10,2025
Lima,Manaus,38,100,62,6,10,2025
Cidade do México,Florianópolis,163,200,37,6,10,2025
Bogotá,Curitiba,72,200,128,6,10,2025
São Paulo,Curitiba,102,200,98,7,10,2025
São Paulo,Toronto,67,100,33,7,10,2025
São Paulo,Manaus,40,100,60,7,10,2025
Rio de Janeiro,Teresina,39,100,61,7,10,2025
Rio de Janeiro,Aracaju,78,200,122,7,10,2025
Rio de Janeiro,Lima,142,200,58,7,10,2025
Brasília,Amsterdã,64,200,136,7,10,2025
Belo Horizonte,Roma,88,200,112,7,10,2025
Belo Horizonte,Rio de Janeiro,94,200,106,7,10,2025
Salvador,Maceió,60,200,140,7,10,2025
Salvador,Dubai,63,100,37,7,10,2025
Recife,Maceió,60,100,40,7,10,2025
Fortaleza,Roma,28,100,72,7,10,2025
Fortaleza,Teresina,77,200,123,7,10,2025
Fortaleza,Belém,57,200,143,7,10,2025
Curitiba,Buenos Aires,148,200,52,7,10,2025
Curitiba,Macapá,112,200,88,7,10,2025
Curitiba,São Luís,161,200,39,7,10,2025
Porto Alegre,Los Angeles,65,200,135,7,10,2025
Porto Alegre,Paris,90,100,10,7,10,2025
Porto Alegre,Porto Velho,48,100,52,7,10,2025
Belém,Frankfurt,22,100,78,7,10,2025
Manaus,Lisboa,57,200,143,7,10,2025
Manaus,Porto Alegre,32,100,68,7,10,2025
Florianópolis,Natal,27,100,73,7,10,2025
Florianópolis,Los Angeles,55,200,145,7,10,2025
Florianópolis,Campo Grande,59,100,41,7,10,2025
Goiânia,Santiago,186,200,14,7,10,2025
Goiânia,Londres,170,200,30,7,10,2025
Natal,Lisboa,163,200,37,7,10,2025
Natal,Miami,110,200,90,7,10,2025
Maceió,Florianópolis,73,100,27,7,10,2025
João Pessoa,São Luís,114,200,86,7,10,2025
João Pessoa,Miami,65,100,35,7,10,2025
Aracaju,Maceió,85,100,15,7,10,2025
Aracaju,Frankfurt,56,100,44,7,10,2025
Vitória,Teresina,88,100,12,7,10,2025
Cuiabá,Paris,41,200,159,7,10,2025
Campo Grande,Cuiabá,143,200,57,7,10,2025
São Luís,Bogotá,152,200,48,7,10,2025
Teresina,Londres,23,100,77,7,10,2025
Palmas,Paris,67,100,33,7,10,2025
Palmas,Macapá,60,100,40,7,10,2025
Palmas,Brasília,51,100,49,7,10,2025
Rio Branco,Porto Alegre,59,100,41,7,10,2025
Rio Branco,Fortaleza,171,200,29,7,10,2025
Macapá,Natal,121,200,79,7,10,2025
Macapá,Campo Grande,92,200,108,7,10,2025
Macapá,Recife,78,200,122,7,10,2025
Boa Vista,Lima,150,200,50,7,10,2025
Boa Vista,Tóquio,92,200,108,7,10,2025
Boa Vista,Palmas,122,200,78,7,10,2025
Porto Velho,Aracaju,159,200,41,7,10,2025
Porto Velho,João Pessoa,22,100,78,7,10,2025
Nova York,Rio Branco,25,100,75,7,10,2025
Miami,Porto Velho,153,200,47,7,10,2025
Miami,Brasília,40,100,60,7,10,2025
Los Angeles,Dubai,68,200,132,7,10,2025
Los Angeles,Paris,131,200,69,7,10,2025
Londres,São Paulo,43,200,157,7,10,2025
Londres,Nova York,42,200,158,7,10,2025
Londres,Dubai,22,100,78,7,10,2025
Paris,Fortaleza,86,200,114,7,10,2025
Paris,Boa Vista,79,200,121,7,10,2025
Tóquio,Goiânia,26,100,74,7,10,2025
Tóquio,Porto Velho,79,100,21,7,10,2025
Tóquio,Curitiba,159,200,41,7,10,2025
Pequim,Vitória,49,200,151,7,10,2025
Pequim,Lima,76,100,24,7,10,2025
Pequim,Belém,165,200,35,7,10,2025
Dubai,São Paulo,152,200,48,7,10,2025
Dubai,Pequim,168,200,32,7,10,2025
Roma,Rio de Janeiro,94,200,106,7,10,2025
Madri,Boa Vista,22,100,78,7,10,2025
Madri,Frankfurt,41,200,159,7,10,2025
Lisboa,Rio Branco,182,200,18,7,10,2025
Lisboa,Recife,138,200,62,7,10,2025
Amsterdã,Maceió,72,200,128,7,10,2025
Frankfurt,Lima,92,200,108,7,10,2025
Toronto,Cidade do México,90,100,10,7,10,2025
Toronto,Boa Vista,27,100,73,7,10,2025
Buenos Aires,Dubai,71,100,29,7,10,2025
Buenos Aires,Los Angeles,89,100,11,7,10,2025
Buenos Aires,Bogotá,75,200,125,7,10,2025
Santiago,São Luís,66,100,34,7,10,2025
Santiago,Madri,49,200,151,7,10,2025
Lima,Cidade do México,60,100,40,7,10,2025
Lima,Palmas,134,200,66,7,10,2025
Lima,Teresina,41,200,159,7,10,2025
Cidade do México,Maceió,92,100,8,7,10,2025
Cidade do México,São Luís,161,200,39,7,10,2025
Bogotá,Paris,84,100,16,7,10,2025
Bogotá,Cuiabá,56,100,44,7,10,2025
São Paulo,São Luís,74,100,26,8,10,2025
Rio de Janeiro,Belém,58,100,42,8,10,2025
Brasília,Fortaleza,59,100,41,8,10,2025
Brasília,Teresina,65,100,35,8,10,2025
Brasília,Paris,138,200,62,8,10,2025
Belo Horizonte,João Pessoa,158,200,42,8,10,2025
Salvador,Amsterdã,56,200,144,8,10,2025
Salvador,Londres,48,100,52,8,10,2025
Recife,Buenos Aires,81,200,119,8,10,2025
Recife,Bogotá,46,100,54,8,10,2025
Recife,Brasília,100,200,100,8,10,2025
Fortaleza,Brasília,157,200,43,8,10,2025
Curitiba,Manaus,31,100,69,8,10,2025
Curitiba,Teresina,72,200,128,8,10,2025
Porto Alegre,Rio de Janeiro,92,200,108,8,10,2025
Porto Alegre,Goiânia,113,200,87,8,10,2025
Belém,Boa Vista,110,200,90,8,10,2025
Belém,Paris,31,100,69,8,10,2025
Belém,Vitória,99,200,101,8,10,2025
Manaus,Belém,83,100,17,8,10,2025
Manaus,João Pessoa,107,200,93,8,10,2025
Manaus,Paris,26,100,74,8,10,2025
Florianópolis,Tóquio,183,200,17,8,10,2025
Florianópolis,Dubai,61,200,139,8,10,2025
Goiânia,São Luís,118,200,82,8,10,2025
Goiânia,São Paulo,34,100,66,8,10,2025
Goiânia,Florianópolis,96,200,104,8,10,2025
Natal,Toronto,151,200,49,8,10,2025
Maceió,Rio Branco,152,200,48,8,10,2025
Maceió,Pequim,31,100,69,8,10,2025
Maceió,Paris,146,200,54,8,10,2025
João Pessoa,Los Angeles,20,100,80,8,10,2025
Aracaju,Manaus,39,100,61,8,10,2025
Aracaju,Pequim,33,100,67,8,10,2025
Aracaju,Rio Branco,65,200,135,8,10,2025
Vitória,Rio Branco,64,100,36,8,10,2025
Cuiabá,Rio de Janeiro,73,200,127,8,10,2025
Cuiabá,Lima,161,200,39,8,10,2025
Campo Grande,Belo Horizonte,71,200,129,8,10,2025
Campo Grande,Curitiba,117,200,83,8,10,2025
Campo Grande,Cidade do México,23,100,77,8,10,2025
São Luís,Bogotá,53,100,47,8,10,2025
São Luís,Londres,153,200,47,8,10,2025
